"gender","age","class","embarked","fare","sibsp","parch","survived"
"male",21,"3rd","Southampton",8.1303,0,0,0
"male",20,"3rd","Southampton",14.1,0,0,0
"male",32,"3rd","Southampton",7.1711,0,0,0
"male",23,"1st","Southampton",93.1,0,0,0
"male",0.5833333333,"3rd","Southampton",13.1506,1,1,0
"female",4,"3rd","Southampton",13.1506,1,1,0
"female",26,"3rd","Southampton",13.1506,0,2,0
"male",32,"3rd","Southampton",7,0,0,0
"female",22,"1st","Southampton",66.12,1,0,1
"male",29,"1st","Southampton",66.12,1,0,0
"male",28,"3rd","Southampton",7.1506,0,0,0
"male",24,"3rd","Southampton",8.01,0,0,0
"male",21,"3rd","Southampton",7.1806,0,0,0
"male",25,"3rd","Southampton",7.1806,0,0,0
"female",22,"1st","Cherbourg",108.18,1,0,1
"male",24,"1st","Cherbourg",108.18,1,0,0
"male",19,"2nd","Southampton",10.1,0,0,0
"male",24,"3rd","Southampton",7.05,0,0,0
"male",39,"2nd","Cherbourg",15.01,0,0,0
"female",33,"1st","Southampton",93.1,0,0,1
"male",25,"3rd","Southampton",7.1506,1,0,1
"male",41,"2nd","Southampton",13,0,0,0
"female",28,"3rd","Southampton",7.1711,0,0,0
"male",4,"3rd","Cherbourg",22.0702,1,1,1
"female",2,"3rd","Cherbourg",22.0702,1,1,1
"male",24,"3rd","Southampton",8.01,0,0,0
"female",28,"3rd","Queenstown",8.0209,0,0,0
"male",19,"3rd","Southampton",7.1711,0,0,0
"male",29,"3rd","Southampton",7.1711,0,0,0
"female",18,"3rd","Southampton",7.1506,0,0,0
"male",25,"3rd","Southampton",7.1506,1,0,0
"male",52,"1st","Southampton",30.1,0,0,1
"female",21,"2nd","Southampton",21,0,1,1
"female",19,"2nd","Southampton",26,0,0,1
"male",43,"2nd","Southampton",21,0,1,0
"male",33,"3rd","Southampton",8.01,0,0,1
"female",32,"2nd","Southampton",13,0,0,1
"male",27,"3rd","Southampton",7.1711,0,0,0
"male",17,"3rd","Southampton",8.1303,0,0,0
"male",24,"3rd","Southampton",8.1303,0,0,0
"male",24,"2nd","Southampton",13,0,0,0
"male",30,"2nd","Cherbourg",12.1409,0,0,1
"male",46,"1st","Southampton",52,0,0,0
"female",56,"1st","Cherbourg",83.0302,0,1,1
"male",27,"2nd","Cherbourg",15,0,0,0
"male",16,"3rd","Cherbourg",8.1403,0,0,0
"female",2,"2nd","Southampton",26,1,1,1
"female",8,"2nd","Southampton",26,1,1,1
"female",33,"2nd","Southampton",26,0,2,1
"male",27,"3rd","Southampton",7.1711,0,0,0
"male",21,"3rd","Cherbourg",7.0406,0,0,0
"female",63,"3rd","Southampton",8.0203,0,0,0
"male",30,"3rd","Cherbourg",7.0407,0,0,0
"male",18,"3rd","Southampton",7.05,0,0,0
"male",36,"2nd","Southampton",10.1,0,0,0
"male",38,"3rd","Southampton",7.1711,0,0,0
"male",33,"2nd","Southampton",21,1,0,0
"female",30,"2nd","Southampton",21,3,0,1
"male",37,"1st","Cherbourg",89,0,0,0
"female",29,"2nd","Southampton",13,0,0,1
"male",21,"3rd","Southampton",8.01,0,0,0
"male",33,"1st","Cherbourg",39.12,0,0,1
"male",10,"3rd","Queenstown",29.0206,4,1,0
"male",4,"3rd","Queenstown",29.0206,4,1,0
"male",7,"3rd","Queenstown",29.0206,4,1,0
"male",2,"3rd","Queenstown",29.0206,4,1,0
"male",8,"3rd","Queenstown",29.0206,4,1,0
"female",39,"3rd","Queenstown",29.0206,0,5,0
"male",23,"2nd","Cherbourg",15,0,0,0
"male",0.75,"2nd","Southampton",18.15,1,1,1
"male",3,"2nd","Southampton",18.15,1,1,1
"female",24,"2nd","Southampton",18.15,2,3,1
"female",58,"2nd","Southampton",10.1,0,0,1
"male",22,"1st","Cherbourg",135.1208,0,0,0
"female",22,"3rd","Southampton",39.1309,0,0,0
"male",35,"3rd","Southampton",7.0206,0,0,0
"female",22,"3rd","Queenstown",7.1405,0,0,1
"male",69,"3rd","Southampton",14.1,0,0,0
"female",64,"3rd","Southampton",14.1,0,0,0
"female",43,"1st","Southampton",211.0609,0,1,1
"male",50,"3rd","Southampton",14.1,1,0,0
"female",48,"3rd","Southampton",14.1,1,0,0
"male",45,"1st","Cherbourg",247.1006,0,0,0
"male",31,"1st","Southampton",50.0911,0,0,0
"male",18,"2nd","Southampton",10.1,0,0,0
"male",30,"3rd","Southampton",8.01,0,0,0
"male",45,"1st","Southampton",26.11,0,0,1
"male",49,"3rd","Southampton",7.1506,0,0,0
"male",39,"1st","Southampton",50,0,0,0
"female",2,"3rd","Southampton",20.0403,1,1,0
"female",41,"3rd","Southampton",20.0403,0,2,0
"male",18,"3rd","Southampton",20.0403,1,1,0
"female",33,"1st","Cherbourg",27.1405,0,0,1
"male",46,"1st","Cherbourg",79,0,0,0
"male",36,"1st","Southampton",40.0206,0,0,0
"female",33,"1st","Southampton",86.1,0,0,1
"female",26,"3rd","Southampton",8.01,0,0,1
"male",46,"1st","Cherbourg",59.08,1,0,0
"female",54,"1st","Cherbourg",59.08,1,0,1
"male",55,"3rd","Southampton",8.01,0,0,0
"male",59,"1st","Southampton",26.11,0,0,0
"female",22,"2nd","Southampton",10.1,0,0,1
"male",17,"3rd","Southampton",8.01,0,0,0
"male",24,"3rd","Queenstown",7.15,0,0,1
"male",30,"3rd","Queenstown",24.03,0,0,0
"male",13,"1st","Cherbourg",262.0706,2,2,1
"female",18,"1st","Cherbourg",262.0706,2,2,1
"female",21,"1st","Cherbourg",262.0706,2,2,1
"male",61,"1st","Cherbourg",262.0706,1,3,0
"female",48,"1st","Cherbourg",262.0706,1,3,1
"male",30,"3rd","Cherbourg",7.0407,0,0,0
"male",27,"3rd","Cherbourg",7.0406,0,0,0
"male",47,"1st","Southampton",30.1,0,0,1
"male",19,"3rd","Queenstown",7.1407,0,0,0
"male",17,"3rd","Southampton",7.111,0,0,0
"male",43,"3rd","Southampton",7.05,0,0,0
"male",13,"3rd","Southampton",69.11,8,2,0
"male",5,"3rd","Southampton",69.11,8,2,0
"female",8,"3rd","Southampton",69.11,8,2,0
"female",14,"3rd","Southampton",69.11,8,2,0
"female",10,"3rd","Southampton",69.11,8,2,0
"female",21,"3rd","Southampton",69.11,8,2,0
"male",18,"3rd","Southampton",69.11,8,2,0
"male",17,"3rd","Southampton",69.11,8,2,0
"male",20,"3rd","Southampton",69.11,8,2,0
"male",45,"3rd","Southampton",69.11,1,9,0
"female",45,"3rd","Southampton",69.11,1,9,0
"female",24,"1st","Cherbourg",69.06,0,0,1
"male",24,"3rd","Southampton",9.0606,0,0,0
"female",21,"3rd","Southampton",7.13,0,0,1
"male",43,"1st","Southampton",26,0,0,1
"male",29,"3rd","Southampton",7.1806,0,0,0
"male",17,"3rd","Cherbourg",21.1307,2,0,0
"male",40,"3rd","Cherbourg",21.1307,2,0,0
"male",16,"3rd","Cherbourg",21.1307,2,0,0
"female",1,"3rd","Southampton",16.14,1,1,1
"female",4,"3rd","Southampton",16.14,1,1,1
"female",24,"3rd","Southampton",16.14,0,2,1
"male",21,"3rd","Southampton",9.1,0,0,1
"male",19,"3rd","Southampton",8.01,0,0,0
"male",24,"3rd","Southampton",8.01,0,0,0
"male",22,"3rd","Queenstown",7.1406,0,0,0
"female",35,"1st","Cherbourg",57.15,1,0,1
"male",29,"3rd","Southampton",9.1,0,0,1
"male",22,"2nd","Southampton",13,0,0,0
"male",42,"3rd","Southampton",7.1711,0,0,0
"male",28,"2nd","Southampton",13,0,0,0
"male",10,"3rd","Cherbourg",4,0,0,0
"female",30,"1st","Southampton",31,0,0,1
"male",34,"1st","Southampton",26.11,0,0,1
"male",35,"3rd","Southampton",13,0,0,0
"male",29,"2nd","Southampton",26,0,0,0
"male",27,"3rd","Queenstown",7.15,0,0,0
"male",19,"3rd","Cherbourg",7.0406,0,0,0
"male",55,"3rd","Southampton",15.02,0,0,0
"female",25,"2nd","Southampton",26,0,1,1
"male",26,"3rd","Cherbourg",7.0406,0,0,0
"female",20,"3rd","Queenstown",7.1607,0,0,1
"male",22,"3rd","Southampton",8.01,0,0,0
"female",40,"1st","Southampton",153.0903,0,0,1
"female",17,"2nd","Southampton",13,0,2,1
"male",35,"1st","Southampton",26.0509,0,0,1
"female",39,"1st","Cherbourg",55.18,1,0,1
"male",51,"1st","Cherbourg",55.18,1,0,0
"male",40,"3rd","Southampton",8.01,0,0,0
"male",56,"1st","Southampton",35.1,0,0,1
"female",20,"2nd","Southampton",36.15,0,0,1
"female",30,"2nd","Southampton",13,0,0,1
"male",22,"3rd","Cherbourg",7.0407,0,0,0
"male",20,"3rd","Southampton",8.01,0,0,0
"male",40,"3rd","Southampton",7.1711,0,0,0
"male",21,"3rd","Southampton",7.1806,0,0,0
"female",18,"3rd","Southampton",6.0911,0,0,1
"male",59,"2nd","Southampton",13.1,0,0,0
"male",5,"3rd","Southampton",27.18,3,2,0
"male",11,"3rd","Southampton",27.18,3,2,0
"female",9,"3rd","Southampton",27.18,3,2,0
"female",2,"3rd","Southampton",27.18,3,2,0
"female",43,"3rd","Southampton",27.18,1,4,0
"male",40,"3rd","Southampton",27.18,1,4,0
"male",42,"3rd","Southampton",7.1711,0,0,0
"female",30,"2nd","Queenstown",12.07,0,0,1
"male",35,"2nd","Southampton",10.1,0,0,0
"male",20,"3rd","Southampton",8.01,0,0,0
"male",28,"1st","Southampton",35.1,0,0,1
"male",56,"1st","Southampton",26.11,0,0,0
"male",37,"3rd","Southampton",8.1303,0,0,0
"female",49,"2nd","Southampton",13,0,0,1
"male",56,"1st","Cherbourg",30.1311,0,0,0
"male",24,"1st","Cherbourg",60,1,0,0
"male",57,"1st","Southampton",26,0,0,0
"female",18,"1st","Cherbourg",60,1,0,1
"female",18,"3rd","Queenstown",7.1408,0,0,1
"male",27,"3rd","Queenstown",7.15,0,0,0
"male",24,"1st","Southampton",82.0504,1,0,1
"female",23,"1st","Southampton",82.0504,1,0,1
"male",25,"2nd","Southampton",13,0,0,0
"male",19,"3rd","Southampton",7.13,0,0,0
"male",31,"3rd","Southampton",8.01,0,0,0
"male",23,"3rd","Southampton",8.01,0,0,0
"male",6,"1st","Cherbourg",134.1,0,2,1
"male",45,"1st","Cherbourg",134.1,1,1,1
"female",39,"1st","Cherbourg",134.1,1,1,1
"female",48,"1st","Cherbourg",146.1005,1,0,1
"male",57,"1st","Cherbourg",146.1005,1,0,0
"male",31,"3rd","Southampton",8.01,0,0,0
"male",32,"1st","Southampton",30.1,0,0,1
"male",23,"3rd","Southampton",7.1711,0,0,0
"male",33,"3rd","Cherbourg",8.1309,0,0,0
"female",24,"3rd","Southampton",7.11,0,0,1
"male",22,"3rd","Southampton",8.01,0,0,0
"male",42,"2nd","Cherbourg",15,0,0,0
"male",62,"1st","Southampton",26.11,0,0,0
"male",54,"1st","Cherbourg",55.081,1,0,1
"female",43,"1st","Cherbourg",55.081,1,0,1
"female",52,"1st","Cherbourg",78.0504,1,0,1
"male",64,"1st","Cherbourg",27.1405,0,0,0
"male",24,"2nd","Southampton",10.1,0,0,0
"female",61,"1st","Southampton",80,0,0,1
"male",59,"3rd","Southampton",13,0,0,0
"male",19,"3rd","Southampton",7.1711,0,0,0
"female",22,"3rd","Southampton",9.1609,0,0,0
"male",30,"3rd","Southampton",7.1806,0,0,1
"male",67,"1st","Southampton",221.1507,1,0,0
"female",63,"1st","Southampton",221.1507,1,0,0
"male",27,"3rd","Southampton",8.1303,0,0,0
"female",2,"3rd","Southampton",10.0903,0,1,0
"female",29,"3rd","Southampton",10.0903,1,1,0
"male",20,"3rd","Southampton",8.01,0,0,1
"male",44,"3rd","Southampton",7.1806,0,0,1
"male",25,"3rd","Southampton",7.01,0,0,0
"male",61,"1st","Southampton",32.0605,0,0,0
"male",74,"3rd","Southampton",7.1506,0,0,0
"male",14,"3rd","Southampton",9.0406,0,0,1
"male",24,"3rd","Southampton",7.1511,0,0,0
"male",19,"2nd","Southampton",13,0,0,0
"male",14,"2nd","Southampton",65,0,0,0
"female",46,"1st","Southampton",25.1807,0,0,1
"male",0.4166666667,"3rd","Cherbourg",8.1004,0,1,1
"male",30,"3rd","Cherbourg",6.0809,1,0,0
"female",16,"3rd","Cherbourg",8.1004,1,1,1
"female",18,"1st","Southampton",79.13,0,2,1
"male",52,"1st","Southampton",79.13,1,1,0
"female",39,"1st","Southampton",79.13,1,1,1
"male",48,"1st","Southampton",52,1,0,1
"male",40,"2nd","Southampton",22,0,0,0
"female",49,"1st","Southampton",52,1,0,1
"male",25,"3rd","Southampton",7.1511,0,0,1
"male",49,"1st","Cherbourg",110.1708,1,1,0
"male",17,"1st","Cherbourg",110.1708,0,2,1
"female",39,"1st","Cherbourg",110.1708,1,1,1
"male",34,"3rd","Southampton",8.01,0,0,0
"male",34,"3rd","Cherbourg",6.0809,0,0,0
"male",16,"3rd","Cherbourg",7.0406,0,0,0
"male",37,"3rd","Southampton",8.01,0,0,0
"female",38,"1st","Cherbourg",80,0,0,1
"male",37,"3rd","Southampton",16.02,1,0,0
"female",33,"3rd","Southampton",16.02,1,0,1
"male",32,"3rd","Southampton",7.1806,0,0,0
"male",20,"3rd","Queenstown",7.15,0,0,0
"male",23,"3rd","Southampton",7.1711,0,0,0
"male",22,"3rd","Southampton",8.01,0,0,0
"female",48,"2nd","Southampton",10.1,0,0,1
"male",41,"3rd","Southampton",8.01,0,0,0
"male",20,"3rd","Cherbourg",7.0407,0,0,0
"male",26,"3rd","Southampton",13,0,0,1
"male",25,"3rd","Southampton",7.1711,0,0,0
"male",23,"2nd","Southampton",13,0,0,0
"female",27,"2nd","Southampton",12.13,0,0,1
"female",27,"2nd","Southampton",10.1,0,0,1
"male",31,"1st","Cherbourg",28.1009,0,0,1
"male",8,"3rd","Cherbourg",15.0411,1,1,1
"female",9,"3rd","Cherbourg",15.0411,1,1,1
"female",27,"3rd","Cherbourg",15.0411,0,2,1
"male",36,"3rd","Southampton",7.1711,0,0,0
"female",18,"3rd","Southampton",9.161,0,0,1
"female",63,"3rd","Southampton",9.1109,0,0,1
"female",26,"2nd","Southampton",21,1,0,0
"male",29,"2nd","Southampton",21,1,0,0
"male",39,"1st","Cherbourg",27.1405,0,0,0
"male",10,"3rd","Southampton",14.1,1,1,0
"male",9,"3rd","Southampton",14.1,1,1,0
"male",35,"3rd","Southampton",14.1,0,2,0
"male",28,"3rd","Southampton",9.1,0,0,0
"male",46,"3rd","Southampton",9,0,0,0
"male",61,"1st","Southampton",33.1,0,0,0
"female",18,"3rd","Southampton",18,2,0,0
"male",31,"3rd","Southampton",18,3,0,0
"male",15,"3rd","Southampton",18,2,0,0
"female",31,"3rd","Southampton",18,1,0,0
"male",35,"3rd","Southampton",9.1,0,0,0
"male",28,"3rd","Southampton",9.1,0,0,0
"female",10,"3rd","Southampton",24.03,0,2,0
"male",36,"3rd","Southampton",24.03,1,1,0
"female",30,"3rd","Southampton",24.03,1,1,0
"male",23,"3rd","Southampton",9.1,0,0,0
"male",22,"3rd","Cherbourg",7.0406,0,0,1
"male",40,"2nd","Southampton",13,0,0,0
"male",20,"3rd","Southampton",7.1701,0,0,0
"female",14,"3rd","Southampton",7.1701,0,0,0
"male",21,"3rd","Southampton",7.1711,0,0,0
"male",22,"3rd","Southampton",9,0,0,0
"male",48,"1st","Southampton",34,0,0,0
"female",36,"2nd","Southampton",21,0,0,1
"female",37,"1st","Cherbourg",512.0607,0,0,1
"male",35,"3rd","Southampton",8.01,0,0,0
"male",47,"2nd","Southampton",21,1,0,0
"female",32,"2nd","Southampton",21,0,0,1
"male",23,"2nd","Southampton",10.1,1,0,0
"male",31,"3rd","Southampton",7.11,0,0,0
"male",63,"1st","Cherbourg",75.05,1,0,0
"female",60,"1st","Cherbourg",75.05,1,0,1
"male",19,"2nd","Belfast",22,0,0,0
"female",12,"2nd","Southampton",15.15,0,0,1
"female",40,"2nd","Southampton",15.15,0,0,1
"male",23,"3rd","Cherbourg",7.0406,0,0,0
"female",37,"2nd","Southampton",13,0,0,1
"male",66,"3rd","Southampton",8.01,0,0,0
"male",59,"1st","Southampton",26.11,0,0,0
"male",37,"2nd","Southampton",26,1,0,0
"female",37,"2nd","Southampton",26,1,0,1
"male",2,"2nd","Southampton",23,1,1,1
"female",4,"2nd","Southampton",23,1,1,1
"female",29,"2nd","Southampton",23,0,2,1
"male",27,"3rd","Southampton",7.1511,0,0,1
"female",0.8333333333,"2nd","Southampton",27.15,1,2,1
"female",4,"2nd","Southampton",27.15,1,2,1
"male",36,"2nd","Southampton",27.15,1,2,0
"female",33,"2nd","Southampton",27.15,1,2,1
"male",65,"2nd","Southampton",10.1,0,0,0
"male",26,"2nd","Southampton",12.1706,0,0,0
"male",31,"2nd","Southampton",13,0,0,1
"male",54,"1st","Southampton",77.0509,0,1,0
"male",21,"1st","Southampton",77.0509,0,1,0
"female",55,"1st","Cherbourg",135.1208,0,0,1
"male",57,"1st","Southampton",164.1704,1,1,0
"female",31,"1st","Southampton",164.1704,0,2,1
"female",45,"1st","Southampton",164.1704,1,1,1
"male",51,"3rd","Southampton",7.15,0,0,0
"male",50,"1st","Southampton",211.1,1,1,0
"male",27,"1st","Southampton",211.1,0,2,0
"female",50,"1st","Southampton",211.1,1,1,1
"male",18,"3rd","Southampton",6.0911,1,0,0
"male",21,"3rd","Southampton",6.0911,1,0,0
"female",47,"3rd","Southampton",7,1,0,1
"female",30,"2nd","Southampton",26,1,0,1
"female",21,"1st","Southampton",26.11,0,0,1
"male",37,"3rd","Cherbourg",8.1403,0,0,0
"male",21,"3rd","Southampton",7.11,0,0,0
"male",51,"1st","Cherbourg",61.0707,0,1,0
"male",23,"2nd","Southampton",13,0,0,1
"male",43,"1st","Southampton",35,0,0,0
"male",28,"3rd","Southampton",8.01,0,0,0
"male",28,"3rd","Southampton",16.02,0,0,0
"male",21,"1st","Cherbourg",61.0707,0,1,1
"female",31,"1st","Cherbourg",134.1,0,0,1
"male",21,"3rd","Southampton",7.05,0,0,0
"male",17,"3rd","Southampton",8.1303,0,0,0
"male",54,"3rd","Southampton",7.05,0,0,0
"male",36,"3rd","Southampton",9.1,0,0,0
"male",32,"2nd","Southampton",22,0,0,0
"male",46,"1st","Southampton",35.1,0,0,1
"female",26,"2nd","Southampton",13.1,0,0,1
"male",62,"1st","Southampton",26.11,0,0,0
"male",27,"3rd","Cherbourg",14.0901,1,0,0
"female",15,"3rd","Cherbourg",14.0901,1,0,1
"female",36,"1st","Cherbourg",135.1208,0,0,1
"male",26,"3rd","Cherbourg",7.0406,0,0,0
"male",45,"3rd","Cherbourg",7.0407,0,0,0
"female",23,"3rd","Cherbourg",22.0702,0,2,1
"female",24,"2nd","Southampton",13,0,0,0
"male",22,"3rd","Cherbourg",7.0406,0,0,0
"male",27,"3rd","Cherbourg",7.0406,0,0,0
"male",25,"3rd","Cherbourg",7.0406,0,0,1
"male",29,"3rd","Southampton",7.1706,0,0,0
"male",21,"victualling crew","Southampton",0,0,0,0
"male",34,"engineering crew","Southampton",0,0,0,0
"male",26,"engineering crew","Southampton",0,0,0,0
"male",20,"victualling crew","Southampton",0,0,0,0
"male",31,"victualling crew","Southampton",0,0,0,0
"male",37,"victualling crew","Southampton",0,0,0,0
"male",22,"restaurant staff","Southampton",0,0,0,0
"male",24,"engineering crew","Southampton",0,0,0,1
"male",17,"victualling crew","Southampton",0,0,0,0
"male",26,"victualling crew","Southampton",0,0,0,0
"male",30,"engineering crew","Southampton",0,0,0,0
"male",36,"victualling crew","Southampton",0,0,0,0
"male",36,"engineering crew","Belfast",0,0,0,0
"male",41,"victualling crew","Belfast",0,0,0,0
"male",40,"deck crew","Southampton",0,0,0,1
"male",48,"victualling crew","Southampton",0,0,0,0
"male",19,"victualling crew","Southampton",0,0,0,1
"male",35,"deck crew","Southampton",0,0,0,1
"male",26,"victualling crew","Southampton",0,0,0,0
"male",41,"victualling crew","Southampton",0,0,0,0
"male",26,"restaurant staff","Southampton",0,0,0,0
"male",21,"engineering crew","Southampton",0,0,0,1
"male",23,"victualling crew","Southampton",0,0,0,0
"male",37,"victualling crew","Belfast",0,0,0,0
"male",28,"victualling crew","Southampton",0,0,0,1
"male",33,"victualling crew","Southampton",0,0,0,0
"male",36,"victualling crew","Belfast",0,0,0,0
"male",46,"engineering crew","Southampton",0,0,0,0
"male",46,"deck crew","Southampton",0,0,0,1
"male",24,"engineering crew","Southampton",0,0,0,0
"male",19,"victualling crew","Southampton",0,0,0,1
"male",24,"restaurant staff","Southampton",0,0,0,0
"male",34,"engineering crew","Southampton",0,0,0,0
"male",19,"victualling crew","Southampton",0,0,0,0
"male",41,"victualling crew","Southampton",0,0,0,0
"male",42,"victualling crew","Belfast",0,0,0,0
"male",30,"engineering crew","Southampton",0,0,0,0
"male",36,"victualling crew","Southampton",0,0,0,0
"male",29,"engineering crew","Southampton",0,0,0,0
"male",40,"victualling crew","Southampton",0,0,0,0
"male",40,"engineering crew","Southampton",0,0,0,0
"male",16,"victualling crew","Southampton",0,0,0,0
"male",28,"engineering crew","Southampton",0,0,0,1
"male",33,"engineering crew","Southampton",0,0,0,0
"male",34,"victualling crew","Belfast",0,0,0,0
"male",36,"victualling crew","Southampton",0,0,0,0
"male",32,"victualling crew","Southampton",0,0,0,0
"male",26,"victualling crew","Southampton",0,0,0,0
"male",27,"restaurant staff","Southampton",0,0,0,0
"male",53,"victualling crew","Southampton",0,0,0,0
"male",55,"victualling crew","Southampton",0,0,0,0
"male",33,"restaurant staff","Southampton",0,0,0,0
"male",35,"engineering crew","Belfast",0,0,0,0
"male",24,"engineering crew","Southampton",0,0,0,1
"male",31,"victualling crew","Southampton",0,0,0,0
"male",35,"victualling crew","Southampton",0,0,0,0
"male",19,"victualling crew","Southampton",0,0,0,0
"male",51,"engineering crew","Belfast",0,0,0,0
"male",24,"engineering crew","Southampton",0,0,0,0
"male",30,"victualling crew","Southampton",0,0,0,0
"male",30,"engineering crew","Southampton",0,0,0,0
"female",33,"victualling crew","Southampton",0,0,0,1
"male",47,"engineering crew","Southampton",0,0,0,0
"male",22,"restaurant staff","Southampton",0,0,0,0
"male",31,"victualling crew","Southampton",0,0,0,0
"male",39,"engineering crew","Southampton",0,0,0,0
"male",40,"victualling crew","Belfast",0,0,0,0
"male",26,"restaurant staff","Southampton",0,0,0,0
"male",22,"engineering crew","Southampton",0,0,0,0
"male",31,"engineering crew","Southampton",0,0,0,0
"male",28,"restaurant staff","Southampton",0,0,0,0
"male",20,"engineering crew","Southampton",0,0,0,0
"male",20,"engineering crew","Southampton",0,0,0,0
"male",20,"engineering crew","Southampton",0,0,0,1
"male",34,"victualling crew","Belfast",0,0,0,0
"male",23,"engineering crew","Southampton",0,0,0,0
"male",28,"engineering crew","Southampton",0,0,0,0
"male",41,"engineering crew","Southampton",0,0,0,0
"male",23,"engineering crew","Southampton",0,0,0,1
"male",26,"engineering crew","Belfast",0,0,0,0
"male",37,"engineering crew","Southampton",0,0,0,0
"male",32,"engineering crew","Southampton",0,0,0,0
"male",22,"engineering crew","Southampton",0,0,0,0
